type,organism,paralog
Non-complex,C. tropicalis,1.03459119496855
Non-complex,C. tropicalis,1.14327485380117
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.02068965517241
Non-complex,C. tropicalis,1.0030487804878
Non-complex,C. tropicalis,1.03880597014925
Non-complex,C. tropicalis,1.02654867256637
Non-complex,C. tropicalis,1.02332361516035
Non-complex,C. tropicalis,1.01166180758017
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.02380952380952
Non-complex,C. tropicalis,1.01
Non-complex,C. tropicalis,1.5609756097561
Non-complex,C. tropicalis,1.25947521865889
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.01748251748252
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.04081632653061
Non-complex,C. tropicalis,1.01506024096386
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.07326007326007
Non-complex,C. tropicalis,1.51034482758621
Non-complex,C. tropicalis,1.02201257861635
Non-complex,C. tropicalis,1.02352941176471
Non-complex,C. tropicalis,1.02662721893491
Non-complex,C. tropicalis,2.11370262390671
Non-complex,C. tropicalis,1.01818181818182
Non-complex,C. tropicalis,1.00529100529101
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.03030303030303
Non-complex,C. tropicalis,1.0133779264214
Non-complex,C. tropicalis,1.0078125
Non-complex,C. tropicalis,3.79338842975207
Non-complex,C. tropicalis,1.05333333333333
Non-complex,C. tropicalis,1.09037900874636
Non-complex,C. tropicalis,1.01176470588235
Non-complex,C. tropicalis,1.04602510460251
Non-complex,C. tropicalis,1.01980198019802
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.03134796238245
Non-complex,C. tropicalis,1.01581027667984
Non-complex,C. tropicalis,1.03235294117647
Non-complex,C. tropicalis,1.05247813411079
Non-complex,C. tropicalis,1.01360544217687
Non-complex,C. tropicalis,1.51456310679612
Non-complex,C. tropicalis,1.36303630363036
Non-complex,C. tropicalis,1.01780415430267
Non-complex,C. tropicalis,1.01287553648069
Non-complex,C. tropicalis,1.00946372239748
Non-complex,C. tropicalis,1.3375
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.01818181818182
Non-complex,C. tropicalis,1.03174603174603
Non-complex,C. tropicalis,1.16666666666667
Non-complex,C. tropicalis,1.35
Non-complex,C. tropicalis,1.01215805471125
Non-complex,C. tropicalis,1.14473684210526
Non-complex,C. tropicalis,1.00602409638554
Non-complex,C. tropicalis,1.00877192982456
Non-complex,C. tropicalis,1.02631578947368
Non-complex,C. tropicalis,1.46330275229358
Non-complex,C. tropicalis,1.03571428571429
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.02710843373494
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.04545454545455
Non-complex,C. tropicalis,1.01208459214502
Non-complex,C. tropicalis,1.03921568627451
Non-complex,C. tropicalis,1.02083333333333
Non-complex,C. tropicalis,1.02602230483271
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.02684563758389
Non-complex,C. tropicalis,1.00306748466258
Non-complex,C. tropicalis,1.02255639097744
Non-complex,C. tropicalis,1.04024767801858
Non-complex,C. tropicalis,1.02222222222222
Non-complex,C. tropicalis,1.00879765395894
Non-complex,C. tropicalis,1.0427807486631
Non-complex,C. tropicalis,1.02040816326531
Non-complex,C. tropicalis,1.02258064516129
Non-complex,C. tropicalis,1.26642335766423
Non-complex,C. tropicalis,1.00293255131965
Non-complex,C. tropicalis,1.01572327044025
Non-complex,C. tropicalis,1.00293255131965
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.03834808259587
Non-complex,C. tropicalis,1.0593471810089
Non-complex,C. tropicalis,1.03846153846154
Non-complex,C. tropicalis,1.01311475409836
Non-complex,C. tropicalis,1.21341463414634
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.01369863013699
Non-complex,C. tropicalis,1.80060422960725
Non-complex,C. tropicalis,1.37133550488599
Non-complex,C. tropicalis,1.03254437869823
Non-complex,C. tropicalis,1.01829268292683
Non-complex,C. tropicalis,1.53658536585366
Non-complex,C. tropicalis,1.01623376623377
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.01086956521739
Non-complex,C. tropicalis,5.85422740524781
Non-complex,C. tropicalis,1.01488095238095
Non-complex,C. tropicalis,1.01483679525223
Non-complex,C. tropicalis,3.79338842975207
Non-complex,C. tropicalis,1.01086956521739
Non-complex,C. tropicalis,1.0126582278481
Non-complex,C. tropicalis,1.30630630630631
Non-complex,C. tropicalis,1.01027397260274
Non-complex,C. tropicalis,1.09876543209877
Non-complex,C. tropicalis,1.01818181818182
Non-complex,C. tropicalis,1.06031746031746
Non-complex,C. tropicalis,1.02523659305994
Non-complex,C. tropicalis,1.01930501930502
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.14153846153846
Non-complex,C. tropicalis,1.08950617283951
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.1687898089172
Non-complex,C. tropicalis,1.01234567901235
Non-complex,C. tropicalis,1.01461988304094
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.22666666666667
Non-complex,C. tropicalis,1.25595238095238
Non-complex,C. tropicalis,1.09170305676856
Non-complex,C. tropicalis,1.00887573964497
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.01904761904762
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.00651465798046
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.00909090909091
Non-complex,C. tropicalis,1.05723905723906
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,5.0
Non-complex,C. tropicalis,1.00724637681159
Non-complex,C. tropicalis,1.00531914893617
Non-complex,C. tropicalis,1.19354838709677
Non-complex,C. tropicalis,1.07396449704142
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.02366863905325
Non-complex,C. tropicalis,1.02352941176471
Non-complex,C. tropicalis,1.16153846153846
Non-complex,C. tropicalis,1.04982206405694
Non-complex,C. tropicalis,1.02654867256637
Non-complex,C. tropicalis,1.0058651026393
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.01567398119122
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.00319488817891
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.23547400611621
Non-complex,C. tropicalis,1.01801801801802
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.00840336134454
Non-complex,C. tropicalis,1.0030487804878
Non-complex,C. tropicalis,1.01183431952663
Non-complex,C. tropicalis,1.01010101010101
Non-complex,C. tropicalis,1.01694915254237
Non-complex,C. tropicalis,1.01433691756272
Non-complex,C. tropicalis,1.04626334519573
Non-complex,C. tropicalis,1.61458333333333
Non-complex,C. tropicalis,1.08888888888889
Non-complex,C. tropicalis,1.01749271137026
Non-complex,C. tropicalis,1.54491017964072
Non-complex,C. tropicalis,1.00606060606061
Non-complex,C. tropicalis,3.63363363363363
Non-complex,C. tropicalis,2.00595238095238
Non-complex,C. tropicalis,1.04424778761062
Non-complex,C. tropicalis,1.01212121212121
Non-complex,C. tropicalis,1.01557632398754
Non-complex,C. tropicalis,1.10714285714286
Non-complex,C. tropicalis,1.01333333333333
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.20542635658915
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.01461988304094
Non-complex,C. tropicalis,1.01754385964912
Non-complex,C. tropicalis,1.01785714285714
Non-complex,C. tropicalis,4.9533527696793
Non-complex,C. tropicalis,1.66666666666667
Non-complex,C. tropicalis,1.04938271604938
Non-complex,C. tropicalis,1.08235294117647
Non-complex,C. tropicalis,1.09580838323353
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.3125
Non-complex,C. tropicalis,1.02272727272727
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.75257731958763
Non-complex,C. tropicalis,1.45555555555556
Non-complex,C. tropicalis,1.23050847457627
Non-complex,C. tropicalis,1.01973684210526
Non-complex,C. tropicalis,1.00917431192661
Non-complex,C. tropicalis,1.01461988304094
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.05905511811024
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.60810810810811
Non-complex,C. tropicalis,4.9533527696793
Non-complex,C. tropicalis,1.01639344262295
Non-complex,C. tropicalis,1.03647416413374
Non-complex,C. tropicalis,1.95043731778426
Non-complex,C. tropicalis,1.00925925925926
Non-complex,C. tropicalis,1.00588235294118
Non-complex,C. tropicalis,1.01190476190476
Non-complex,C. tropicalis,1.02439024390244
Non-complex,C. tropicalis,1.02631578947368
Non-complex,C. tropicalis,1.34251968503937
Non-complex,C. tropicalis,1.01543209876543
Non-complex,C. tropicalis,1.56140350877193
Non-complex,C. tropicalis,1.02388059701493
Non-complex,C. tropicalis,1.01374570446735
Non-complex,C. tropicalis,1.03673469387755
Non-complex,C. tropicalis,1.07083333333333
Non-complex,C. tropicalis,1.00990099009901
Non-complex,C. tropicalis,1.00584795321637
Non-complex,C. tropicalis,1.06686930091185
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.00898203592814
Non-complex,C. tropicalis,2.95588235294118
Non-complex,C. tropicalis,5.88046647230321
Non-complex,C. tropicalis,1.01935483870968
Non-complex,C. tropicalis,1.00645161290323
Non-complex,C. tropicalis,1.0064308681672
Non-complex,C. tropicalis,1.01694915254237
Non-complex,C. tropicalis,1.00887573964497
Non-complex,C. tropicalis,1.03508771929825
Non-complex,C. tropicalis,1.49596774193548
Non-complex,C. tropicalis,1.07567567567568
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.03790087463557
Non-complex,C. tropicalis,1.01081081081081
Non-complex,C. tropicalis,1.20363636363636
Non-complex,C. tropicalis,1.01457725947522
Non-complex,C. tropicalis,1.02222222222222
Non-complex,C. tropicalis,1.89406779661017
Non-complex,C. tropicalis,3.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.00602409638554
Non-complex,C. tropicalis,1.01176470588235
Non-complex,C. tropicalis,1.02623906705539
Non-complex,C. tropicalis,1.08949416342412
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.22222222222222
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.03308823529412
Non-complex,C. tropicalis,1.0078431372549
Non-complex,C. tropicalis,1.01823708206687
Non-complex,C. tropicalis,1.01677852348993
Non-complex,C. tropicalis,1.11904761904762
Non-complex,C. tropicalis,1.01910828025478
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.4
Non-complex,C. tropicalis,1.02095808383234
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.01379310344828
Non-complex,C. tropicalis,1.00877192982456
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.10294117647059
Non-complex,C. tropicalis,1.05633802816901
Non-complex,C. tropicalis,1.01433691756272
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.04017857142857
Non-complex,C. tropicalis,1.07567567567568
Non-complex,C. tropicalis,1.0058651026393
Non-complex,C. tropicalis,1.00983606557377
Non-complex,C. tropicalis,1.00898203592814
Non-complex,C. tropicalis,1.00595238095238
Non-complex,C. tropicalis,1.24242424242424
Non-complex,C. tropicalis,1.01013513513514
Non-complex,C. tropicalis,1.14285714285714
Non-complex,C. tropicalis,2.34507042253521
Non-complex,C. tropicalis,1.00882352941176
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.03846153846154
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.02640264026403
Non-complex,C. tropicalis,1.02949852507375
Non-complex,C. tropicalis,1.08
Non-complex,C. tropicalis,1.0126582278481
Non-complex,C. tropicalis,1.02033898305085
Non-complex,C. tropicalis,1.01194029850746
Non-complex,C. tropicalis,1.01754385964912
Non-complex,C. tropicalis,1.01369863013699
Non-complex,C. tropicalis,1.01461988304094
Non-complex,C. tropicalis,1.00990099009901
Non-complex,C. tropicalis,1.00662251655629
Non-complex,C. tropicalis,1.00645161290323
Non-complex,C. tropicalis,1.0873786407767
Non-complex,C. tropicalis,1.03680981595092
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.10149253731343
Non-complex,C. tropicalis,1.09912536443149
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.02456140350877
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.09763313609467
Non-complex,C. tropicalis,1.00887573964497
Non-complex,C. tropicalis,1.02469135802469
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.96793002915452
Non-complex,C. tropicalis,1.52380952380952
Non-complex,C. tropicalis,1.00900900900901
Non-complex,C. tropicalis,1.00829875518672
Non-complex,C. tropicalis,1.01497005988024
Non-complex,C. tropicalis,1.02020202020202
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.08256880733945
Non-complex,C. tropicalis,1.05247813411079
Non-complex,C. tropicalis,1.02941176470588
Non-complex,C. tropicalis,1.04347826086957
Non-complex,C. tropicalis,1.01333333333333
Non-complex,C. tropicalis,1.04373177842566
Non-complex,C. tropicalis,1.6144578313253
Non-complex,C. tropicalis,1.02409638554217
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.00515463917526
Non-complex,C. tropicalis,1.02346041055718
Non-complex,C. tropicalis,1.65294117647059
Non-complex,C. tropicalis,1.01694915254237
Non-complex,C. tropicalis,3.8265306122449
Non-complex,C. tropicalis,1.01648351648352
Non-complex,C. tropicalis,1.04615384615385
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.03225806451613
Non-complex,C. tropicalis,1.46884272997033
Non-complex,C. tropicalis,1.86588921282799
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.25449101796407
Non-complex,C. tropicalis,1.01749271137026
Non-complex,C. tropicalis,1.02264150943396
Non-complex,C. tropicalis,1.01273885350318
Non-complex,C. tropicalis,2.19622641509434
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.1156462585034
Non-complex,C. tropicalis,1.46640316205534
Non-complex,C. tropicalis,1.02469135802469
Non-complex,C. tropicalis,1.00606060606061
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.00879765395894
Non-complex,C. tropicalis,1.19354838709677
Non-complex,C. tropicalis,1.01324503311258
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.01226993865031
Non-complex,C. tropicalis,3.8265306122449
Non-complex,C. tropicalis,1.02222222222222
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.02265372168285
Non-complex,C. tropicalis,1.01253918495298
Non-complex,C. tropicalis,1.2046511627907
Non-complex,C. tropicalis,1.02768166089965
Non-complex,C. tropicalis,1.03903903903904
Non-complex,C. tropicalis,1.00928792569659
Non-complex,C. tropicalis,1.03260869565217
Non-complex,C. tropicalis,1.03498542274052
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.05882352941176
Non-complex,C. tropicalis,1.03767123287671
Non-complex,C. tropicalis,1.64327485380117
Non-complex,C. tropicalis,1.01515151515152
Non-complex,C. tropicalis,1.2
Non-complex,C. tropicalis,1.01612903225806
Non-complex,C. tropicalis,1.04347826086957
Non-complex,C. tropicalis,1.01910828025478
Non-complex,C. tropicalis,1.00584795321637
Non-complex,C. tropicalis,1.02358490566038
Non-complex,C. tropicalis,1.01176470588235
Non-complex,C. tropicalis,1.02402402402402
Non-complex,C. tropicalis,1.02332361516035
Non-complex,C. tropicalis,1.03790087463557
Non-complex,C. tropicalis,1.00331125827815
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.01602564102564
Non-complex,C. tropicalis,1.11627906976744
Non-complex,C. tropicalis,1.03720930232558
Non-complex,C. tropicalis,2.25
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.02702702702703
Non-complex,C. tropicalis,1.01176470588235
Non-complex,C. tropicalis,8.0
Non-complex,C. tropicalis,1.02061855670103
Non-complex,C. tropicalis,1.01194029850746
Non-complex,C. tropicalis,1.00955414012739
Non-complex,C. tropicalis,1.0414201183432
Non-complex,C. tropicalis,1.115625
Non-complex,C. tropicalis,1.02816901408451
Non-complex,C. tropicalis,1.02208201892744
Non-complex,C. tropicalis,1.89406779661017
Non-complex,C. tropicalis,1.01764705882353
Non-complex,C. tropicalis,1.01234567901235
Non-complex,C. tropicalis,1.0224358974359
Non-complex,C. tropicalis,1.00294117647059
Non-complex,C. tropicalis,2.01754385964912
Non-complex,C. tropicalis,1.04518072289157
Non-complex,C. tropicalis,1.00621118012422
Non-complex,C. tropicalis,1.02446483180428
Non-complex,C. tropicalis,1.55045871559633
Non-complex,C. tropicalis,1.04105571847507
Non-complex,C. tropicalis,1.52380952380952
Non-complex,C. tropicalis,1.01812688821752
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,5.0
Non-complex,C. tropicalis,1.03303303303303
Non-complex,C. tropicalis,1.0364238410596
Non-complex,C. tropicalis,1.01476014760148
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.01201201201201
Non-complex,C. tropicalis,1.01791044776119
Non-complex,C. tropicalis,1.01875
Non-complex,C. tropicalis,1.02102102102102
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.02121212121212
Non-complex,C. tropicalis,1.00549450549451
Non-complex,C. tropicalis,1.00884955752212
Non-complex,C. tropicalis,1.0234375
Non-complex,C. tropicalis,1.00740740740741
Non-complex,C. tropicalis,1.01759530791789
Non-complex,C. tropicalis,1.04347826086957
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.33333333333333
Non-complex,C. tropicalis,1.01186943620178
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.20952380952381
Non-complex,C. tropicalis,1.01689189189189
Non-complex,C. tropicalis,2.57512953367876
Non-complex,C. tropicalis,1.00420168067227
Non-complex,C. tropicalis,1.28484848484849
Non-complex,C. tropicalis,1.01242236024845
Non-complex,C. tropicalis,1.37755102040816
Non-complex,C. tropicalis,1.00874635568513
Non-complex,C. tropicalis,1.00890207715134
Non-complex,C. tropicalis,1.02047781569966
Non-complex,C. tropicalis,1.04093567251462
Non-complex,C. tropicalis,1.01438848920863
Non-complex,C. tropicalis,4.9533527696793
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.11428571428571
Non-complex,C. tropicalis,1.01461988304094
Non-complex,C. tropicalis,1.04672897196262
Non-complex,C. tropicalis,1.03343465045593
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.03448275862069
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.15384615384615
Non-complex,C. tropicalis,1.03812316715543
Non-complex,C. tropicalis,1.14652014652015
Non-complex,C. tropicalis,1.04037267080745
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.11428571428571
Non-complex,C. tropicalis,1.10746268656716
Non-complex,C. tropicalis,1.00583090379009
Non-complex,C. tropicalis,1.55172413793103
Non-complex,C. tropicalis,2.08150470219436
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.03482587064677
Non-complex,C. tropicalis,1.01282051282051
Non-complex,C. tropicalis,1.0096463022508
Non-complex,C. tropicalis,1.02346041055718
Non-complex,C. tropicalis,1.95501730103806
Non-complex,C. tropicalis,2.50714285714286
Non-complex,C. tropicalis,1.00611620795107
Non-complex,C. tropicalis,1.01754385964912
Non-complex,C. tropicalis,1.01515151515152
Non-complex,C. tropicalis,1.02588996763754
Non-complex,C. tropicalis,1.01597444089457
Non-complex,C. tropicalis,1.01075268817204
Non-complex,C. tropicalis,1.01515151515152
Non-complex,C. tropicalis,1.00467289719626
Non-complex,C. tropicalis,1.02395209580838
Non-complex,C. tropicalis,1.01315789473684
Non-complex,C. tropicalis,1.8187134502924
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.37820512820513
Non-complex,C. tropicalis,1.10818713450292
Non-complex,C. tropicalis,1.00711743772242
Non-complex,C. tropicalis,1.00613496932515
Non-complex,C. tropicalis,1.00666666666667
Non-complex,C. tropicalis,1.01793721973094
Non-complex,C. tropicalis,1.01801801801802
Non-complex,C. tropicalis,1.01485148514851
Non-complex,C. tropicalis,1.14492753623188
Non-complex,C. tropicalis,1.03384615384615
Non-complex,C. tropicalis,1.03986710963455
Non-complex,C. tropicalis,1.01229508196721
Non-complex,C. tropicalis,1.37719298245614
Non-complex,C. tropicalis,1.03448275862069
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.03030303030303
Non-complex,C. tropicalis,1.01483679525223
Non-complex,C. tropicalis,2.40672782874618
Non-complex,C. tropicalis,1.02489626556017
Non-complex,C. tropicalis,1.00884955752212
Non-complex,C. tropicalis,1.31645569620253
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.02352941176471
Non-complex,C. tropicalis,1.00701754385965
Non-complex,C. tropicalis,1.20588235294118
Non-complex,C. tropicalis,1.02064896755162
Non-complex,C. tropicalis,1.00743494423792
Non-complex,C. tropicalis,1.02631578947368
Non-complex,C. tropicalis,1.00305810397554
Non-complex,C. tropicalis,1.01524390243902
Non-complex,C. tropicalis,1.06432748538012
Non-complex,C. tropicalis,1.02675585284281
Non-complex,C. tropicalis,1.00772200772201
Non-complex,C. tropicalis,1.01520912547529
Non-complex,C. tropicalis,1.05333333333333
Non-complex,C. tropicalis,1.00323624595469
Non-complex,C. tropicalis,1.012
Non-complex,C. tropicalis,1.04982206405694
Non-complex,C. tropicalis,1.02922077922078
Non-complex,C. tropicalis,1.046875
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.03205128205128
Non-complex,C. tropicalis,1.02040816326531
Non-complex,C. tropicalis,1.33333333333333
Non-complex,C. tropicalis,1.04545454545455
Non-complex,C. tropicalis,5.0
Non-complex,C. tropicalis,1.01127819548872
Non-complex,C. tropicalis,1.01470588235294
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.03105590062112
Non-complex,C. tropicalis,1.00634920634921
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.09904153354633
Non-complex,C. tropicalis,1.61855670103093
Non-complex,C. tropicalis,1.18047337278107
Non-complex,C. tropicalis,1.01127819548872
Non-complex,C. tropicalis,2.8
Non-complex,C. tropicalis,1.46640316205534
Non-complex,C. tropicalis,1.01234567901235
Non-complex,C. tropicalis,2.0
Non-complex,C. tropicalis,1.00597014925373
Non-complex,C. tropicalis,1.10377358490566
Non-complex,C. tropicalis,3.0
Non-complex,C. tropicalis,1.00874635568513
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.01223241590214
Non-complex,C. tropicalis,1.00677966101695
Non-complex,C. tropicalis,1.03048780487805
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.03313253012048
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.02739726027397
Non-complex,C. tropicalis,1.02046783625731
Non-complex,C. tropicalis,1.03790087463557
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.08970099667774
Non-complex,C. tropicalis,1.09154929577465
Non-complex,C. tropicalis,1.01780415430267
Non-complex,C. tropicalis,1.0448717948718
Non-complex,C. tropicalis,3.0
Non-complex,C. tropicalis,1.85964912280702
Non-complex,C. tropicalis,1.06413994169096
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.01960784313725
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.09830508474576
Non-complex,C. tropicalis,1.02932551319648
Non-complex,C. tropicalis,2.25806451612903
Non-complex,C. tropicalis,1.01785714285714
Non-complex,C. tropicalis,1.25
Non-complex,C. tropicalis,1.00322580645161
Non-complex,C. tropicalis,1.22049689440994
Non-complex,C. tropicalis,1.10479041916168
Non-complex,C. tropicalis,1.01501501501502
Non-complex,C. tropicalis,1.01736111111111
Non-complex,C. tropicalis,1.01045296167247
Non-complex,C. tropicalis,1.02046783625731
Non-complex,C. tropicalis,1.66216216216216
Non-complex,C. tropicalis,1.01592356687898
Non-complex,C. tropicalis,1.03076923076923
Non-complex,C. tropicalis,1.08139534883721
Non-complex,C. tropicalis,1.05762711864407
Non-complex,C. tropicalis,1.47604790419162
Non-complex,C. tropicalis,1.00626959247649
Non-complex,C. tropicalis,1.11428571428571
Non-complex,C. tropicalis,1.01111111111111
Non-complex,C. tropicalis,1.05135951661631
Non-complex,C. tropicalis,1.13897280966767
Non-complex,C. tropicalis,1.02673796791444
Non-complex,C. tropicalis,1.14076246334311
Non-complex,C. tropicalis,1.03801169590643
Non-complex,C. tropicalis,1.02077151335312
Non-complex,C. tropicalis,1.00588235294118
Non-complex,C. tropicalis,1.04731861198738
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.03401360544218
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.02134146341463
Non-complex,C. tropicalis,1.19375
Non-complex,C. tropicalis,1.01136363636364
Non-complex,C. tropicalis,1.03846153846154
Non-complex,C. tropicalis,1.01226993865031
Non-complex,C. tropicalis,1.00625
Non-complex,C. tropicalis,1.02994011976048
Non-complex,C. tropicalis,1.0126582278481
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,2.02915451895044
Non-complex,C. tropicalis,1.02222222222222
Non-complex,C. tropicalis,1.05752212389381
Non-complex,C. tropicalis,1.05142857142857
Non-complex,C. tropicalis,1.00925925925926
Non-complex,C. tropicalis,1.00714285714286
Non-complex,C. tropicalis,1.03529411764706
Non-complex,C. tropicalis,1.02317880794702
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,3.14814814814815
Non-complex,C. tropicalis,1.5
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.39473684210526
Non-complex,C. tropicalis,1.021875
Non-complex,C. tropicalis,1.1412213740458
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.24
Non-complex,C. tropicalis,1.14331210191083
Non-complex,C. tropicalis,3.23648648648649
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.01186943620178
Non-complex,C. tropicalis,1.00301204819277
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.02222222222222
Non-complex,C. tropicalis,1.01271186440678
Non-complex,C. tropicalis,1.02816901408451
Non-complex,C. tropicalis,1.14007782101167
Non-complex,C. tropicalis,1.01628664495114
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0414201183432
Non-complex,C. tropicalis,1.01234567901235
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.0066889632107
Non-complex,C. tropicalis,1.01986754966887
Non-complex,C. tropicalis,1.10402684563758
Non-complex,C. tropicalis,1.0
Non-complex,C. tropicalis,1.04154302670623
Non-complex,C. tropicalis,1.00602409638554
Non-complex,C. tropicalis,1.01807228915663
