type,organism,paralog
Complex,C. parapsilosis,1.04878048780488
Complex,C. parapsilosis,1.02416918429003
Complex,C. parapsilosis,1.01219512195122
Complex,C. parapsilosis,1.11178247734139
Complex,C. parapsilosis,1.01457725947522
Complex,C. parapsilosis,1.01176470588235
Complex,C. parapsilosis,1.01169590643275
Complex,C. parapsilosis,1.02923976608187
Complex,C. parapsilosis,1.06158357771261
Complex,C. parapsilosis,1.00874635568513
Complex,C. parapsilosis,1.01461988304094
Complex,C. parapsilosis,1.00879765395894
Complex,C. parapsilosis,1.00763358778626
Complex,C. parapsilosis,1.01501501501502
Complex,C. parapsilosis,1.01190476190476
Complex,C. parapsilosis,1.01749271137026
Complex,C. parapsilosis,1.02112676056338
Complex,C. parapsilosis,1.00515463917526
Complex,C. parapsilosis,1.00903614457831
Complex,C. parapsilosis,1.12647058823529
Complex,C. parapsilosis,1.01840490797546
Complex,C. parapsilosis,2.02623906705539
Complex,C. parapsilosis,1.01104972375691
Complex,C. parapsilosis,1.02639296187683
Complex,C. parapsilosis,1.02631578947368
Complex,C. parapsilosis,1.01086956521739
Complex,C. parapsilosis,1.01510574018127
Complex,C. parapsilosis,1.01754385964912
Complex,C. parapsilosis,1.03067484662577
Complex,C. parapsilosis,1.02302631578947
Complex,C. parapsilosis,1.00928792569659
Complex,C. parapsilosis,1.0440251572327
Complex,C. parapsilosis,1.18006430868167
Complex,C. parapsilosis,1.0062893081761
Complex,C. parapsilosis,1.00615384615385
Complex,C. parapsilosis,1.00980392156863
Complex,C. parapsilosis,1.00970873786408
Complex,C. parapsilosis,1.07641196013289
Complex,C. parapsilosis,1.0521472392638
Complex,C. parapsilosis,1.01234567901235
Complex,C. parapsilosis,2.02915451895044
Complex,C. parapsilosis,1.01190476190476
Complex,C. parapsilosis,2.02623906705539
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.01253918495298
Complex,C. parapsilosis,1.02877697841727
Complex,C. parapsilosis,1.01524390243902
Complex,C. parapsilosis,1.18153846153846
Complex,C. parapsilosis,1.02915451895044
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.0957095709571
Complex,C. parapsilosis,1.02040816326531
Complex,C. parapsilosis,1.05247813411079
Complex,C. parapsilosis,1.0117994100295
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.01457725947522
Complex,C. parapsilosis,1.03216374269006
Complex,C. parapsilosis,1.09876543209877
Complex,C. parapsilosis,1.00925925925926
Complex,C. parapsilosis,2.09620991253644
Complex,C. parapsilosis,1.01461988304094
Complex,C. parapsilosis,1.02875399361022
Complex,C. parapsilosis,1.00597014925373
Complex,C. parapsilosis,1.01169590643275
Complex,C. parapsilosis,1.02647058823529
Complex,C. parapsilosis,1.01282051282051
Complex,C. parapsilosis,1.07079646017699
Complex,C. parapsilosis,1.00909090909091
Complex,C. parapsilosis,1.01166180758017
Complex,C. parapsilosis,1.02416918429003
Complex,C. parapsilosis,1.01543209876543
Complex,C. parapsilosis,1.02089552238806
Complex,C. parapsilosis,1.00874635568513
Complex,C. parapsilosis,1.0059880239521
Complex,C. parapsilosis,1.00583090379009
Complex,C. parapsilosis,1.01282051282051
Complex,C. parapsilosis,1.01633986928105
Complex,C. parapsilosis,1.02352941176471
Complex,C. parapsilosis,1.00892857142857
Complex,C. parapsilosis,1.01166180758017
Complex,C. parapsilosis,1.00357142857143
Complex,C. parapsilosis,1.01492537313433
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.03105590062112
Complex,C. parapsilosis,1.16666666666667
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.03214285714286
Complex,C. parapsilosis,1.06140350877193
Complex,C. parapsilosis,1.02702702702703
Complex,C. parapsilosis,1.00724637681159
Complex,C. parapsilosis,1.02185792349727
Complex,C. parapsilosis,1.03216374269006
Complex,C. parapsilosis,1.01492537313433
Complex,C. parapsilosis,1.00874635568513
Complex,C. parapsilosis,1.01169590643275
Complex,C. parapsilosis,1.01223241590214
Complex,C. parapsilosis,1.01246105919003
Complex,C. parapsilosis,1.01519756838906
Complex,C. parapsilosis,1.00879765395894
Complex,C. parapsilosis,1.02127659574468
Complex,C. parapsilosis,1.02388059701493
Complex,C. parapsilosis,1.02140672782875
Complex,C. parapsilosis,1.0058651026393
Complex,C. parapsilosis,1.01457725947522
Complex,C. parapsilosis,1.012
Complex,C. parapsilosis,1.02395209580838
Complex,C. parapsilosis,1.01302931596091
Complex,C. parapsilosis,1.014440433213
Complex,C. parapsilosis,1.00607902735562
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.01948051948052
Complex,C. parapsilosis,1.01102941176471
Complex,C. parapsilosis,1.06451612903226
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.00323624595469
Complex,C. parapsilosis,1.01173020527859
Complex,C. parapsilosis,1.00595238095238
Complex,C. parapsilosis,1.02052785923754
Complex,C. parapsilosis,1.01079136690647
Complex,C. parapsilosis,1.01176470588235
Complex,C. parapsilosis,1.00724637681159
Complex,C. parapsilosis,1.00593471810089
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.00584795321637
Complex,C. parapsilosis,1.03519061583578
Complex,C. parapsilosis,1.02857142857143
Complex,C. parapsilosis,1.00787401574803
Complex,C. parapsilosis,1.00970873786408
Complex,C. parapsilosis,1.02089552238806
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.00874635568513
Complex,C. parapsilosis,1.01628664495114
Complex,C. parapsilosis,1.03105590062112
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.02967359050445
Complex,C. parapsilosis,1.01898734177215
Complex,C. parapsilosis,1.36011904761905
Complex,C. parapsilosis,1.88856304985337
Complex,C. parapsilosis,1.48550724637681
Complex,C. parapsilosis,1.48550724637681
Complex,C. parapsilosis,1.36011904761905
Complex,C. parapsilosis,1.0233918128655
Complex,C. parapsilosis,1.01208459214502
Complex,C. parapsilosis,1.01483679525223
Complex,C. parapsilosis,1.01650165016502
Complex,C. parapsilosis,1.01587301587302
Complex,C. parapsilosis,1.01166180758017
Complex,C. parapsilosis,1.00729927007299
Complex,C. parapsilosis,1.05194805194805
Complex,C. parapsilosis,1.01298701298701
Complex,C. parapsilosis,1.01127819548872
Complex,C. parapsilosis,1.02710843373494
Complex,C. parapsilosis,1.1183800623053
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.01567398119122
Complex,C. parapsilosis,1.02054794520548
Complex,C. parapsilosis,1.02127659574468
Complex,C. parapsilosis,1.00632911392405
Complex,C. parapsilosis,1.05952380952381
Complex,C. parapsilosis,1.01812688821752
Complex,C. parapsilosis,5.85422740524781
Complex,C. parapsilosis,1.0126582278481
Complex,C. parapsilosis,1.00584795321637
Complex,C. parapsilosis,1.12684365781711
Complex,C. parapsilosis,1.20363636363636
Complex,C. parapsilosis,1.02564102564103
Complex,C. parapsilosis,1.02332361516035
Complex,C. parapsilosis,1.02439024390244
Complex,C. parapsilosis,1.01764705882353
Complex,C. parapsilosis,1.01013513513514
Complex,C. parapsilosis,1.00986842105263
Complex,C. parapsilosis,1.01520912547529
Complex,C. parapsilosis,1.00829875518672
Complex,C. parapsilosis,1.02264150943396
Complex,C. parapsilosis,1.01543209876543
Complex,C. parapsilosis,1.1183800623053
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.03720930232558
Complex,C. parapsilosis,1.01238390092879
Complex,C. parapsilosis,1.02074688796681
Complex,C. parapsilosis,1.01898734177215
Complex,C. parapsilosis,1.23547400611621
Complex,C. parapsilosis,1.09580838323353
Complex,C. parapsilosis,1.04026845637584
Complex,C. parapsilosis,1.01628664495114
Complex,C. parapsilosis,1.04075235109718
Complex,C. parapsilosis,1.00583090379009
Complex,C. parapsilosis,1.02068965517241
Complex,C. parapsilosis,1.00641025641026
Complex,C. parapsilosis,1.05014749262537
Complex,C. parapsilosis,1.01581027667984
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.01246105919003
Complex,C. parapsilosis,1.06270627062706
Complex,C. parapsilosis,1.02639296187683
Complex,C. parapsilosis,1.04672897196262
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.03416149068323
Complex,C. parapsilosis,1.09037900874636
Complex,C. parapsilosis,1.01530612244898
Complex,C. parapsilosis,1.01298701298701
Complex,C. parapsilosis,1.01302931596091
Complex,C. parapsilosis,1.00647249190939
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.49704142011834
Complex,C. parapsilosis,1.04985337243402
Complex,C. parapsilosis,1.00651465798046
Complex,C. parapsilosis,1.0125
Complex,C. parapsilosis,1.01683501683502
Complex,C. parapsilosis,1.02413793103448
Complex,C. parapsilosis,1.01769911504425
Complex,C. parapsilosis,1.01173020527859
Complex,C. parapsilosis,1.03812316715543
Complex,C. parapsilosis,1.03980099502488
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,2.01754385964912
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.01456310679612
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.00584795321637
Complex,C. parapsilosis,1.00369003690037
Complex,C. parapsilosis,1.01457725947522
Complex,C. parapsilosis,1.02395209580838
Complex,C. parapsilosis,1.04956268221574
Complex,C. parapsilosis,1.01459854014599
Complex,C. parapsilosis,1.02214022140221
Complex,C. parapsilosis,1.00757575757576
Complex,C. parapsilosis,1.17891373801917
Complex,C. parapsilosis,1.00914634146341
Complex,C. parapsilosis,1.04692082111437
Complex,C. parapsilosis,1.00940438871473
Complex,C. parapsilosis,1.04472843450479
Complex,C. parapsilosis,1.00645161290323
Complex,C. parapsilosis,1.01433691756272
Complex,C. parapsilosis,1.0096463022508
Complex,C. parapsilosis,1.00591715976331
Complex,C. parapsilosis,1.00561797752809
Complex,C. parapsilosis,1.01136363636364
Complex,C. parapsilosis,1.01851851851852
Complex,C. parapsilosis,1.00724637681159
Complex,C. parapsilosis,1.01269841269841
Complex,C. parapsilosis,1.01515151515152
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.01169590643275
Complex,C. parapsilosis,1.01538461538462
Complex,C. parapsilosis,1.01736111111111
Complex,C. parapsilosis,1.00588235294118
Complex,C. parapsilosis,1.00900900900901
Complex,C. parapsilosis,1.09294871794872
Complex,C. parapsilosis,1.01880877742947
Complex,C. parapsilosis,1.01791044776119
Complex,C. parapsilosis,1.04471544715447
Complex,C. parapsilosis,1.01935483870968
Complex,C. parapsilosis,1.00295857988166
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.01194029850746
Complex,C. parapsilosis,1.00630914826498
Complex,C. parapsilosis,1.01230769230769
Complex,C. parapsilosis,1.00588235294118
Complex,C. parapsilosis,1.02197802197802
Complex,C. parapsilosis,1.01633986928105
Complex,C. parapsilosis,1.03975535168196
Complex,C. parapsilosis,1.00874635568513
Complex,C. parapsilosis,1.01052631578947
Complex,C. parapsilosis,1.0059880239521
Complex,C. parapsilosis,1.0117994100295
Complex,C. parapsilosis,1.03956834532374
Complex,C. parapsilosis,1.04088050314465
Complex,C. parapsilosis,1.01811594202899
Complex,C. parapsilosis,1.00308641975309
Complex,C. parapsilosis,1.01302931596091
Complex,C. parapsilosis,1.02424242424242
Complex,C. parapsilosis,1.05246913580247
Complex,C. parapsilosis,1.03846153846154
Complex,C. parapsilosis,1.03436426116839
Complex,C. parapsilosis,1.01633986928105
Complex,C. parapsilosis,1.00666666666667
Complex,C. parapsilosis,1.025
Complex,C. parapsilosis,1.27844311377246
Complex,C. parapsilosis,1.21282798833819
Complex,C. parapsilosis,1.21282798833819
Complex,C. parapsilosis,1.07165109034268
Complex,C. parapsilosis,1.18367346938776
Complex,C. parapsilosis,1.18047337278107
Complex,C. parapsilosis,1.01929260450161
Complex,C. parapsilosis,1.02061855670103
Complex,C. parapsilosis,1.09620991253644
Complex,C. parapsilosis,1.00840336134454
Complex,C. parapsilosis,1.01796407185629
Complex,C. parapsilosis,1.01226993865031
Complex,C. parapsilosis,1.00354609929078
Complex,C. parapsilosis,1.00990099009901
Complex,C. parapsilosis,1.02316602316602
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.01538461538462
Complex,C. parapsilosis,1.00597014925373
Complex,C. parapsilosis,1.01234567901235
Complex,C. parapsilosis,1.66371681415929
Complex,C. parapsilosis,1.03846153846154
Complex,C. parapsilosis,1.00512820512821
Complex,C. parapsilosis,1.01048951048951
Complex,C. parapsilosis,1.00653594771242
Complex,C. parapsilosis,1.01764705882353
Complex,C. parapsilosis,2.02623906705539
Complex,C. parapsilosis,1.0089552238806
Complex,C. parapsilosis,1.13690476190476
Complex,C. parapsilosis,1.00911854103343
Complex,C. parapsilosis,1.00655737704918
Complex,C. parapsilosis,1.01098901098901
Complex,C. parapsilosis,1.028125
Complex,C. parapsilosis,1.021875
Complex,C. parapsilosis,1.0030487804878
Complex,C. parapsilosis,1.01716738197425
Complex,C. parapsilosis,1.0228013029316
Complex,C. parapsilosis,1.02346041055718
Complex,C. parapsilosis,1.98542274052478
Complex,C. parapsilosis,1.13880126182965
Complex,C. parapsilosis,1.01230769230769
Complex,C. parapsilosis,1.01880877742947
Complex,C. parapsilosis,1.0354609929078
Complex,C. parapsilosis,1.02158273381295
Complex,C. parapsilosis,1.03831417624521
Complex,C. parapsilosis,1.01020408163265
Complex,C. parapsilosis,1.01543209876543
Complex,C. parapsilosis,1.01208459214502
Complex,C. parapsilosis,1.02915451895044
Complex,C. parapsilosis,1.01333333333333
Complex,C. parapsilosis,1.0078125
Complex,C. parapsilosis,1.00887573964497
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.01298701298701
Complex,C. parapsilosis,1.0466472303207
Complex,C. parapsilosis,1.0059880239521
Complex,C. parapsilosis,1.01483679525223
Complex,C. parapsilosis,1.0233918128655
Complex,C. parapsilosis,1.01769911504425
Complex,C. parapsilosis,1.02215189873418
Complex,C. parapsilosis,1.01503759398496
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.00983606557377
Complex,C. parapsilosis,1.17302052785924
Complex,C. parapsilosis,1.01893939393939
Complex,C. parapsilosis,1.01086956521739
Complex,C. parapsilosis,1.01860465116279
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.08235294117647
Complex,C. parapsilosis,1.02523659305994
Complex,C. parapsilosis,4.92128279883382
Complex,C. parapsilosis,1.01779359430605
Complex,C. parapsilosis,4.92128279883382
Complex,C. parapsilosis,4.92128279883382
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.02402402402402
Complex,C. parapsilosis,1.02923976608187
Complex,C. parapsilosis,1.00743494423792
Complex,C. parapsilosis,1.05504587155963
Complex,C. parapsilosis,1.01552795031056
Complex,C. parapsilosis,1.09904153354633
Complex,C. parapsilosis,1.09090909090909
Complex,C. parapsilosis,1.02040816326531
Complex,C. parapsilosis,1.02476780185759
Complex,C. parapsilosis,1.01006711409396
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.03365384615385
Complex,C. parapsilosis,2.02040816326531
Complex,C. parapsilosis,1.01461988304094
Complex,C. parapsilosis,1.02931596091205
Complex,C. parapsilosis,1.00597014925373
Complex,C. parapsilosis,1.00347222222222
Complex,C. parapsilosis,1.00946372239748
Complex,C. parapsilosis,1.01492537313433
Complex,C. parapsilosis,1.00920245398773
Complex,C. parapsilosis,1.02456140350877
Complex,C. parapsilosis,1.01818181818182
Complex,C. parapsilosis,1.0282131661442
Complex,C. parapsilosis,1.03589743589744
Complex,C. parapsilosis,1.00602409638554
Complex,C. parapsilosis,1.24226804123711
Complex,C. parapsilosis,1.02727272727273
Complex,C. parapsilosis,1.04307692307692
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.0414201183432
Complex,C. parapsilosis,1.01204819277108
Complex,C. parapsilosis,1.02479338842975
Complex,C. parapsilosis,1.03343465045593
Complex,C. parapsilosis,1.12684365781711
Complex,C. parapsilosis,1.01488095238095
Complex,C. parapsilosis,1.021875
Complex,C. parapsilosis,1.00675675675676
Complex,C. parapsilosis,1.01618122977346
Complex,C. parapsilosis,1.92105263157895
Complex,C. parapsilosis,1.3782991202346
Complex,C. parapsilosis,1.04956268221574
Complex,C. parapsilosis,1.01195219123506
Complex,C. parapsilosis,1.02380952380952
Complex,C. parapsilosis,1.01754385964912
Complex,C. parapsilosis,1.55045871559633
Complex,C. parapsilosis,1.0058651026393
Complex,C. parapsilosis,1.02476780185759
Complex,C. parapsilosis,1.03308823529412
Complex,C. parapsilosis,1.01428571428571
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.04615384615385
Complex,C. parapsilosis,1.01915708812261
Complex,C. parapsilosis,1.02212389380531
Complex,C. parapsilosis,1.04985337243402
Complex,C. parapsilosis,1.04089219330855
Complex,C. parapsilosis,1.01020408163265
Complex,C. parapsilosis,1.01374570446735
Complex,C. parapsilosis,1.03858520900322
Complex,C. parapsilosis,1.00877192982456
Complex,C. parapsilosis,1.01754385964912
Complex,C. parapsilosis,1.00347222222222
Complex,C. parapsilosis,1.02915451895044
Complex,C. parapsilosis,1.01063829787234
Complex,C. parapsilosis,1.00354609929078
Complex,C. parapsilosis,1.0327380952381
Complex,C. parapsilosis,1.02402402402402
Complex,C. parapsilosis,1.00684931506849
Complex,C. parapsilosis,1.01276595744681
Complex,C. parapsilosis,1.03012048192771
Complex,C. parapsilosis,1.33552631578947
Complex,C. parapsilosis,1.05555555555556
Complex,C. parapsilosis,1.02046783625731
Complex,C. parapsilosis,1.01166180758017
Complex,C. parapsilosis,1.05278592375367
Complex,C. parapsilosis,1.00928792569659
Complex,C. parapsilosis,1.0059880239521
Complex,C. parapsilosis,1.01166180758017
Complex,C. parapsilosis,1.01132075471698
Complex,C. parapsilosis,1.14563106796117
Complex,C. parapsilosis,1.03459119496855
Complex,C. parapsilosis,1.05389221556886
Complex,C. parapsilosis,1.09439528023599
Complex,C. parapsilosis,1.0271186440678
Complex,C. parapsilosis,1.01759530791789
Complex,C. parapsilosis,1.01098901098901
Complex,C. parapsilosis,1.00467289719626
Complex,C. parapsilosis,2.20882352941176
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.00983606557377
Complex,C. parapsilosis,1.01973684210526
Complex,C. parapsilosis,1.03095975232198
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.02769230769231
Complex,C. parapsilosis,1.034375
Complex,C. parapsilosis,1.01223241590214
Complex,C. parapsilosis,1.01286173633441
Complex,C. parapsilosis,1.04220779220779
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.00943396226415
Complex,C. parapsilosis,1.04716981132075
Complex,C. parapsilosis,1.01461988304094
Complex,C. parapsilosis,1.01433691756272
Complex,C. parapsilosis,1.01302931596091
Complex,C. parapsilosis,2.84256559766764
Complex,C. parapsilosis,1.00584795321637
Complex,C. parapsilosis,1.60062893081761
Complex,C. parapsilosis,2.84256559766764
Complex,C. parapsilosis,1.54810495626822
Complex,C. parapsilosis,2.13028169014084
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.05828220858896
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.00751879699248
Complex,C. parapsilosis,1.01261829652997
Complex,C. parapsilosis,1.01572327044025
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.01398601398601
Complex,C. parapsilosis,1.01034482758621
Complex,C. parapsilosis,1.02222222222222
Complex,C. parapsilosis,1.57611940298507
Complex,C. parapsilosis,1.00943396226415
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.0
Complex,C. parapsilosis,1.14836795252226
Complex,C. parapsilosis,1.02654867256637
Non-complex,C. parapsilosis,1.37623762376238
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.37341772151899
Non-complex,C. parapsilosis,1.03125
Non-complex,C. parapsilosis,1.01577287066246
Non-complex,C. parapsilosis,1.6374269005848
Non-complex,C. parapsilosis,1.09480122324159
Non-complex,C. parapsilosis,1.02631578947368
Non-complex,C. parapsilosis,1.02492211838006
Non-complex,C. parapsilosis,1.00313479623824
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.5609756097561
Non-complex,C. parapsilosis,2.09025270758123
Non-complex,C. parapsilosis,1.24444444444444
Non-complex,C. parapsilosis,1.03003003003003
Non-complex,C. parapsilosis,1.02089552238806
Non-complex,C. parapsilosis,1.00404858299595
Non-complex,C. parapsilosis,1.01659751037344
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,2.08417508417508
Non-complex,C. parapsilosis,1.01754385964912
Non-complex,C. parapsilosis,1.01286173633441
Non-complex,C. parapsilosis,1.01048951048951
Non-complex,C. parapsilosis,1.02912621359223
Non-complex,C. parapsilosis,1.01136363636364
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,2.00597014925373
Non-complex,C. parapsilosis,1.0084388185654
Non-complex,C. parapsilosis,1.14838709677419
Non-complex,C. parapsilosis,1.01515151515152
Non-complex,C. parapsilosis,1.09118541033435
Non-complex,C. parapsilosis,1.01533742331288
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,5.85422740524781
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.02662721893491
Non-complex,C. parapsilosis,1.0273556231003
Non-complex,C. parapsilosis,1.00943396226415
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.5609756097561
Non-complex,C. parapsilosis,1.03283582089552
Non-complex,C. parapsilosis,1.0242214532872
Non-complex,C. parapsilosis,1.01311475409836
Non-complex,C. parapsilosis,1.03157894736842
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,2.09620991253644
Non-complex,C. parapsilosis,5.85422740524781
Non-complex,C. parapsilosis,2.00595238095238
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.03076923076923
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.00806451612903
Non-complex,C. parapsilosis,1.25
Non-complex,C. parapsilosis,5.88046647230321
Non-complex,C. parapsilosis,1.02010050251256
Non-complex,C. parapsilosis,1.03903903903904
Non-complex,C. parapsilosis,1.01592356687898
Non-complex,C. parapsilosis,1.03428571428571
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.11111111111111
Non-complex,C. parapsilosis,2.64035087719298
Non-complex,C. parapsilosis,1.10059171597633
Non-complex,C. parapsilosis,1.02949852507375
Non-complex,C. parapsilosis,1.48979591836735
Non-complex,C. parapsilosis,2.86319218241042
Non-complex,C. parapsilosis,1.07916666666667
Non-complex,C. parapsilosis,1.01892744479495
Non-complex,C. parapsilosis,1.5609756097561
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.01811594202899
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.018779342723
Non-complex,C. parapsilosis,1.03947368421053
Non-complex,C. parapsilosis,1.00341296928328
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.30630630630631
Non-complex,C. parapsilosis,1.02040816326531
Non-complex,C. parapsilosis,1.12647058823529
Non-complex,C. parapsilosis,1.07843137254902
Non-complex,C. parapsilosis,1.01780415430267
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,3.79338842975207
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.04878048780488
Non-complex,C. parapsilosis,1.0233918128655
Non-complex,C. parapsilosis,1.00462962962963
Non-complex,C. parapsilosis,1.01234567901235
Non-complex,C. parapsilosis,1.03296703296703
Non-complex,C. parapsilosis,1.01712328767123
Non-complex,C. parapsilosis,1.35757575757576
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.01869158878505
Non-complex,C. parapsilosis,3.8265306122449
Non-complex,C. parapsilosis,1.01186943620178
Non-complex,C. parapsilosis,1.02941176470588
Non-complex,C. parapsilosis,1.01694915254237
Non-complex,C. parapsilosis,1.03236245954693
Non-complex,C. parapsilosis,1.04545454545455
Non-complex,C. parapsilosis,1.01501501501502
Non-complex,C. parapsilosis,2.08417508417508
Non-complex,C. parapsilosis,1.03125
Non-complex,C. parapsilosis,1.02134146341463
Non-complex,C. parapsilosis,1.01759530791789
Non-complex,C. parapsilosis,1.05660377358491
Non-complex,C. parapsilosis,1.01003344481605
Non-complex,C. parapsilosis,1.00993377483444
Non-complex,C. parapsilosis,1.25742574257426
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.01226993865031
Non-complex,C. parapsilosis,1.02346041055718
Non-complex,C. parapsilosis,1.00615384615385
Non-complex,C. parapsilosis,1.92419825072886
Non-complex,C. parapsilosis,1.71760797342193
Non-complex,C. parapsilosis,1.65361445783133
Non-complex,C. parapsilosis,1.01183431952663
Non-complex,C. parapsilosis,1.09830508474576
Non-complex,C. parapsilosis,1.00884955752212
Non-complex,C. parapsilosis,1.25568181818182
Non-complex,C. parapsilosis,1.07692307692308
Non-complex,C. parapsilosis,1.00729927007299
Non-complex,C. parapsilosis,1.13636363636364
Non-complex,C. parapsilosis,1.01801801801802
Non-complex,C. parapsilosis,1.86588921282799
Non-complex,C. parapsilosis,1.04105571847507
Non-complex,C. parapsilosis,1.10869565217391
Non-complex,C. parapsilosis,1.03529411764706
Non-complex,C. parapsilosis,1.01215805471125
Non-complex,C. parapsilosis,1.03086419753086
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.01543209876543
Non-complex,C. parapsilosis,1.03647416413374
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.00887573964497
Non-complex,C. parapsilosis,1.01764705882353
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.00381679389313
Non-complex,C. parapsilosis,1.70087976539589
Non-complex,C. parapsilosis,1.02602230483271
Non-complex,C. parapsilosis,1.01169590643275
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.02222222222222
Non-complex,C. parapsilosis,1.3834808259587
Non-complex,C. parapsilosis,1.01223241590214
Non-complex,C. parapsilosis,1.91525423728814
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.01282051282051
Non-complex,C. parapsilosis,1.03610108303249
Non-complex,C. parapsilosis,1.053125
Non-complex,C. parapsilosis,1.03535353535354
Non-complex,C. parapsilosis,1.04040404040404
Non-complex,C. parapsilosis,1.01577287066246
Non-complex,C. parapsilosis,1.96793002915452
Non-complex,C. parapsilosis,1.32404181184669
Non-complex,C. parapsilosis,1.0037037037037
Non-complex,C. parapsilosis,1.04152249134948
Non-complex,C. parapsilosis,1.01294498381877
Non-complex,C. parapsilosis,4.9533527696793
Non-complex,C. parapsilosis,1.01593625498008
Non-complex,C. parapsilosis,1.00884955752212
Non-complex,C. parapsilosis,1.01098901098901
Non-complex,C. parapsilosis,1.53658536585366
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,2.19622641509434
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.18153846153846
Non-complex,C. parapsilosis,3.63363363363363
Non-complex,C. parapsilosis,1.5952380952381
Non-complex,C. parapsilosis,1.01694915254237
Non-complex,C. parapsilosis,1.00677966101695
Non-complex,C. parapsilosis,1.08125
Non-complex,C. parapsilosis,1.0
Non-complex,C. parapsilosis,1.03921568627451
Non-complex,C. parapsilosis,1.0593471810089
Non-complex,C. parapsilosis,1.00840336134454
Non-complex,C. parapsilosis,1.00940438871473
Non-complex,C. parapsilosis,2.0
Non-complex,C. parapsilosis,1.05016722408027
Non-complex,C. parapsilosis,1.05172413793103
Non-complex,C. parapsilosis,1.01829268292683
Non-complex,C. parapsilosis,2.08417508417508
Non-complex,C. parapsilosis,1.38823529411765
